,title,time,date,Hour
6222,how to avoid or deal with the news,5:43 PM,4-Jul-18,17
6223,i dont want to be here any more,4:14 PM,4-Jul-18,16
6224,did anyone ruin theur life on purpose because you wanted to die and then regret everything when you come out of depression,10:43 PM,3-Jul-18,22
6225,is my girlfriend depressed,4:45 PM,3-Jul-18,16
6226,work was a disaster,4:12 PM,2-Jul-18,16
6227,just feel pointless,12:12 AM,2-Jul-18,0
6228,depression and its friends,5:50 PM,1-Jul-18,17
6229,help for my brother,4:55 PM,1-Jul-18,16
6230,no one to vent or talk to,2:53 AM,1-Jul-18,2
6231,supporting my boyfriend,10:09 PM,30-Jun-18,22
6232,anyone else ask these questions,9:46 PM,30-Jun-18,21
6233,escitalopram actavis experience,8:43 PM,30-Jun-18,20
6234,hopeless terrified and alone,4:19 PM,30-Jun-18,16
6235,so depressed im speechless,6:48 PM,29-Jun-18,18
6236,help,5:40 PM,29-Jun-18,17
6237,support by employer,4:06 PM,29-Jun-18,16
6238,stupid causes of depression,3:23 PM,29-Jun-18,15
6239,important question about anti depressants,3:19 PM,29-Jun-18,15
6240,please can i have your advice,3:14 PM,29-Jun-18,15
6241,how are you today really,11:33 AM,29-Jun-18,11
6242,depression maybe,9:47 PM,28-Jun-18,21
6243,struggling with a few things,3:40 PM,28-Jun-18,15
6244,partners with depression,2:22 PM,28-Jun-18,14
6245,so depressed,2:07 AM,28-Jun-18,2
6246,the same but different,10:23 PM,27-Jun-18,22
6247,help,12:05 PM,27-Jun-18,12
6248,im ready to die,6:54 AM,27-Jun-18,6
6249,where did all the joy go,3:44 AM,27-Jun-18,3
6250,newbie here also struggling with things,9:54 PM,26-Jun-18,21
6251,depressed from birth at 49 found out how to beat it finally it is curable but it is do it yourself not with much help,3:28 PM,26-Jun-18,15
6252,absolutely no choice left whatsoever but to die,9:30 PM,25-Jun-18,21
6253,building confidence,4:11 PM,25-Jun-18,16
6254,newbie looking for support,2:50 PM,25-Jun-18,14
6255,really struggling,5:21 PM,24-Jun-18,17
6256,ready to commit suicide,4:24 PM,24-Jun-18,16
6257,whats the difference between major depression and disthymia in bipolar disorder,8:17 AM,24-Jun-18,8
6258,got a meeting on tuesday x,7:44 AM,23-Jun-18,7
6259,the right mindset to fight and overcome depression,7:36 AM,23-Jun-18,7
6260,work pressures,9:08 PM,22-Jun-18,21
6261,here%E2%80%99s a stream of my consciousness i need to get it out i don%E2%80%99t know if it will help,4:29 PM,22-Jun-18,16
6262,dont know how to keep going,9:55 AM,22-Jun-18,9
6263,i feel barely human and its destroying everything,1:22 AM,22-Jun-18,1
6264,suicidal thought but not depressed,12:01 AM,22-Jun-18,0
6265,unsustainable,11:17 PM,21-Jun-18,23
6266,having no feelings after a low period,10:13 PM,21-Jun-18,22
6267,feel so depressed before going into work,2:17 PM,21-Jun-18,14
6268,bacp,12:37 PM,21-Jun-18,12
6269,cant believe i needed to come back,9:33 PM,20-Jun-18,21
6270,no reason to be depressed just cant help feeling this way,8:23 PM,20-Jun-18,20
6271,please help me,7:24 PM,20-Jun-18,19
6272,ready to die,6:00 PM,20-Jun-18,18
6273,it could be time,5:52 PM,20-Jun-18,17
6274,can%E2%80%99t see a way out,5:51 PM,20-Jun-18,17
6275,feel like a failure,5:25 PM,20-Jun-18,17
6276,what is the point of being alive,5:14 PM,20-Jun-18,17
6277,any other here who doesnt have any others to talk,5:06 PM,20-Jun-18,17
6278,i dont know me narcissistic husband died and i dont know how to live,12:48 PM,20-Jun-18,12
6279,somatic delusion and ocd,10:40 AM,20-Jun-18,10
6280,introducion,10:16 AM,20-Jun-18,10
6281,life sucks right now,6:40 AM,20-Jun-18,6
6282,extreamly low and no one to talk to,5:29 PM,19-Jun-18,17
6283,a mind full of questions and lacking the answers,8:02 AM,19-Jun-18,8
6284,want out i can%E2%80%99t cope,5:53 AM,19-Jun-18,5
6285,immersed in depression no more hope,10:51 PM,18-Jun-18,22
6286,someone to understand,10:23 PM,18-Jun-18,22
6287,update,4:59 PM,18-Jun-18,16
6288,depression lifts in the evening,11:28 PM,17-Jun-18,23
6289,it gets better i promise,6:27 PM,17-Jun-18,18
6290,new side effects after two years on duloxetine,3:29 PM,17-Jun-18,15
6291,the secret is i cant help you,1:54 PM,17-Jun-18,13
6292,ready to kill myself,11:08 AM,17-Jun-18,11
6293,really scared and depressed cant get happy and quit worrying,3:24 AM,17-Jun-18,3
6294,depressed for no reason newbie,1:34 AM,17-Jun-18,1
6295,is my mom depressed,10:31 PM,16-Jun-18,22
6296,tv for depression,7:46 PM,16-Jun-18,19
6297,food for depression,7:22 PM,16-Jun-18,19
6298,in such a state,6:20 PM,16-Jun-18,18
6299,do time in prison,9:09 AM,16-Jun-18,9
6300,withdrawal or return of the darkness,10:54 PM,15-Jun-18,22
6301,so sad,5:53 PM,15-Jun-18,17
6302,first post here low self esteem causing depressive thoughts,3:19 PM,15-Jun-18,15
6303,feeling really alone possibly triggering,1:27 PM,15-Jun-18,13
6304,sinking lower,10:36 AM,15-Jun-18,10
6305,new here,11:37 PM,14-Jun-18,23
6306,seriously considering suicide after having tried everything,8:15 AM,14-Jun-18,8
6307,lost my way,8:06 AM,14-Jun-18,8
6308,not much interest in living,6:45 AM,14-Jun-18,6
6309,please help me to help my depressed brother,10:07 PM,13-Jun-18,22
6310,loss of appetite,10:01 PM,13-Jun-18,22
6311,depression my story,9:02 PM,13-Jun-18,21
6312,restless legs,11:40 PM,12-Jun-18,23
6313,how often it too often with bad days,11:13 PM,12-Jun-18,23
6314,is it possible to return to old job within the same company,10:23 PM,12-Jun-18,22
6315,in the doldrums,7:17 PM,12-Jun-18,19
6316,just started prozac 20mg today,4:11 PM,12-Jun-18,16
6317,struggling to see a positive future,10:31 PM,11-Jun-18,22
6318,my friend is struggling with severe depression any advice would be much appreciated,7:53 PM,11-Jun-18,19
6319,depressed who to talk to,11:29 AM,11-Jun-18,11
6320,rock bottom,11:27 AM,11-Jun-18,11
6321,i dont want to hurt anymore,11:26 AM,11-Jun-18,11
6322,help,11:43 PM,10-Jun-18,23
6323,so upset please tell me what is wrong with me,9:27 PM,10-Jun-18,21
6324,tv flowers tomorrow at 10pm,7:42 PM,10-Jun-18,19
6325,i am so stressed right now i feel like i cant cope anymore,3:32 PM,10-Jun-18,15
6326,helping my wife with depression under the cloud of a recovering relationship,3:32 PM,10-Jun-18,15
6327,how to start talking with people again after years of isolation,10:33 AM,10-Jun-18,10
6328,this world is a complete joke and i cant take life seriously anymore,8:07 PM,9-Jun-18,20
6329,relapse into the spiral of depression again,12:12 PM,9-Jun-18,12
6330,help,9:48 AM,9-Jun-18,9
6331,advice please major depression and procrastination,6:09 AM,9-Jun-18,6
6332,slowly losing my grip,6:04 AM,9-Jun-18,6
6333,my life,10:45 PM,8-Jun-18,22
6334,in the end there was only regret,7:23 PM,8-Jun-18,19
6335,out of options,10:17 AM,8-Jun-18,10
6336,i don%E2%80%99t know what benefit i%E2%80%99ll get but feel free to leave advise,8:51 AM,8-Jun-18,8
6337,my pathetic life,5:46 AM,8-Jun-18,5
6338,i dont want to get better,7:13 PM,7-Jun-18,19
6339,need help,2:41 PM,7-Jun-18,14
6340,going to be on my own tonight,10:17 AM,7-Jun-18,10
6341,im getting help but im scared,6:14 AM,7-Jun-18,6
6342,the dark within,7:54 PM,6-Jun-18,19
6343,i may have no future but thats actually ok,6:26 AM,6-Jun-18,6
6344,trapped,4:46 AM,6-Jun-18,4
6345,husband feeling helpless,4:29 AM,6-Jun-18,4
6346,my everyday thoughts routine,2:14 AM,6-Jun-18,2
6347,lonely and confused by life,9:43 PM,5-Jun-18,21
6348,interesting article,5:23 PM,5-Jun-18,17
6349,closer than ever before,3:07 PM,5-Jun-18,15
6350,an apergers man loving a neurotypical woman who is depressed,9:24 AM,5-Jun-18,9
6351,i feel like only darkness exists and nothing can be done about it,3:57 AM,5-Jun-18,3
6352,getting more lost daily,12:51 AM,5-Jun-18,0
6353,afraid lost insecure,7:24 PM,4-Jun-18,19
6354,i really cant do this anymore,5:15 AM,4-Jun-18,5
6355,depressed boyfriend broke up with me how can i help him,12:26 AM,4-Jun-18,0
6356,i want to die,10:16 PM,3-Jun-18,22
6357,i don%E2%80%99t know where to go from here,7:58 PM,3-Jun-18,19
6358,vortioxetine,12:20 AM,3-Jun-18,0
6359,strange tips for anxiety attacks,8:03 PM,2-Jun-18,20
6360,i need an advice is that a depression very overactive and vivid imagination,7:34 PM,2-Jun-18,19
6361,work and depression,4:12 PM,2-Jun-18,16
6362,im doing well im where i want to be but im still so miserable,3:23 PM,2-Jun-18,15
6363,first post %F0%9F%98%AC need some advice on going back to work,3:15 PM,2-Jun-18,15
6364,20 and dont know what to do anymore,1:08 AM,2-Jun-18,1
6365,advice help,2:47 PM,1-Jun-18,14
6366,suffering with depression but scared to seek help,2:45 PM,1-Jun-18,14
6367,need advice,2:35 PM,1-Jun-18,14
6368,grief,1:17 AM,1-Jun-18,1
6369,hey i%E2%80%99m new to this and need some advice,12:55 AM,1-Jun-18,0
6370,cursed warning this fairy is moaning x,6:07 PM,31-May-18,18
6371,tired of getting up everyday,1:14 PM,31-May-18,13
6372,my story,11:09 AM,31-May-18,11
6373,not much changed,10:46 AM,31-May-18,10
6374,struggling,7:10 PM,30-May-18,19
6375,blank minded no feelings,6:41 PM,30-May-18,18
6376,how much time do you spend thinking about depression,5:35 PM,30-May-18,17
6377,depression is it all relative,3:26 PM,30-May-18,15
6378,my father doesnt believe me,12:25 PM,30-May-18,12
6379,down and cat,10:19 PM,29-May-18,22
6380,im so lonely,7:58 PM,29-May-18,19
6381,guilt,7:31 PM,29-May-18,19
6382,marage breakup due to financial infidelity i cant see a way forward,7:02 PM,29-May-18,19
6383,hate all of it,5:27 PM,29-May-18,17
6384,searching suicide,1:55 PM,29-May-18,13
6385,anxiety and depression,11:53 AM,29-May-18,11
6386,anti depressants are making me feel worse,9:32 PM,28-May-18,21
6387,i think my depression is bpd,9:24 PM,28-May-18,21
6388,what is wrong with me,9:23 PM,28-May-18,21
6389,am i wanted here x,1:59 PM,28-May-18,13
6390,partner pushing me away,8:27 AM,28-May-18,8
6391,i didnt get married in time,5:46 AM,28-May-18,5
6392,its unbearable today,6:38 PM,26-May-18,18
6393,everything going wrong dont know what to do,3:50 PM,26-May-18,15
6394,pip cancelled twice,3:47 PM,26-May-18,15
6395,i feel broken,12:35 PM,26-May-18,12
6396,has anyone used this workbook,12:30 PM,26-May-18,12
6397,looking for another who wants to chat,2:00 AM,26-May-18,2
6398,does my friend has depression,12:06 AM,26-May-18,0
6399,can someone with depression explain the way it takes away your lov,12:01 AM,26-May-18,0
6400,depression cleaning,4:44 PM,25-May-18,16
6401,suicide failure,3:35 PM,25-May-18,15
6402,depression anxiety in a relationship,8:26 PM,24-May-18,20
6403,i just really need to vent some grievances,8:22 PM,24-May-18,20
6404,relationship affected,5:27 PM,24-May-18,17
6405,how can i treat what i am feeling,4:29 AM,24-May-18,4
6406,want to die,11:38 PM,23-May-18,23
6407,the unrelenting underlying grimness,4:33 PM,23-May-18,16
6408,exhausted do i deserve this,2:21 PM,23-May-18,14
6409,advice for depression,11:51 AM,23-May-18,11
6410,can someone please give me a reason to keep going,7:36 AM,23-May-18,7
6411,medication question,11:29 PM,22-May-18,23
6412,please help me,12:15 PM,22-May-18,12
6413,really poorly,11:31 AM,22-May-18,11
6414,urge to come off meds,9:19 AM,22-May-18,9
6415,scared and feel so alone,12:03 AM,22-May-18,0
6416,feel so alone,11:15 PM,21-May-18,23
6417,what to do about my depression,10:45 PM,21-May-18,22
6418,i wanna kill myself,4:03 PM,21-May-18,16
6419,i don%E2%80%99t know what to do,4:02 PM,21-May-18,16
6420,cant seem to care about much,9:33 PM,20-May-18,21
6421,nothing in particular yet everything,5:22 PM,20-May-18,17
6422,inviting close friend out for dinner they invite along someone else,2:28 AM,20-May-18,2
6423,need advice asap,6:14 PM,19-May-18,18
6424,finally went to the doctors,3:31 PM,19-May-18,15
6425,i dont know what to do how to help my fiance with depression and the stage of our relation,12:49 PM,18-May-18,12
6426,its not just one thing,6:04 PM,17-May-18,18
6427,help needed,4:42 PM,17-May-18,16
6428,mental breakdowns,4:33 PM,17-May-18,16
6429,people with long term depression how do you sleep,12:48 PM,17-May-18,12
6430,sertraline hunger,5:56 AM,17-May-18,5
6431,help,9:27 PM,16-May-18,21
6432,my life,8:46 PM,16-May-18,20
6433,how to support my husband through his depression,6:00 PM,16-May-18,18
6434,struggling to support a friend,4:22 PM,16-May-18,16
6435,really struggling,3:24 AM,16-May-18,3
6436,depression,3:23 AM,16-May-18,3
6437,how do i deal with depression,11:22 AM,15-May-18,11
6438,lost control of life,11:17 AM,15-May-18,11
6439,the torrent of nightmares,11:41 PM,14-May-18,23
6440,i have to die,9:54 PM,14-May-18,21
6441,i hate my father and myself,9:33 AM,14-May-18,9
6442,how do i help my partner im so sorry this is long but i really really need some advice,9:30 AM,14-May-18,9
6443,depression never stops,8:56 PM,13-May-18,20
6444,i am scared about to donate my kidney,3:31 PM,13-May-18,15
6445,bad place,7:47 PM,12-May-18,19
6446,i want depression,7:15 PM,12-May-18,19
6447,ready to give up,7:08 PM,12-May-18,19
6448,knife edge emotions,6:09 PM,12-May-18,18
6449,i hope you read this i hope you share this,2:19 AM,12-May-18,2
6450,seeing a psychiatrist on monday,1:31 AM,12-May-18,1
6451,what do you want and how are you making that happen when youve exhausted your options,9:20 PM,11-May-18,21
6452,panicking want to grow up want to be a woman want to change,6:15 PM,11-May-18,18
6453,talking to my gp,1:17 PM,11-May-18,13
6454,my memory is ruining me,3:29 AM,11-May-18,3
6455,i dont feel anything anymore and its quite strange,4:23 AM,10-May-18,4
6456,the slightest thing will send me into a rage,1:41 AM,10-May-18,1
6457,advice please %C2%92,12:02 AM,10-May-18,0
6458,strategy to deal with,8:20 PM,9-May-18,20
6459,depressed about glasses,6:09 PM,9-May-18,18
6460,how can i help myself,5:14 PM,8-May-18,17
6461,i did it again,5:06 PM,8-May-18,17
6462,feeling down,7:52 AM,8-May-18,7
6463,depression,6:22 AM,8-May-18,6
6464,reading a book,3:44 AM,8-May-18,3
6465,i dont know,11:42 PM,7-May-18,23
6466,change of meds,1:47 PM,7-May-18,13
6467,low self confidence,1:43 AM,7-May-18,1
6468,citalopram feeling numb and tingly,6:53 PM,6-May-18,18
6469,how long do depression dips last for,6:38 PM,6-May-18,18
6470,help need urgent help to convince loved person to seek for help,6:21 PM,6-May-18,18
6471,how long,3:10 PM,6-May-18,15
6472,job question,9:04 AM,6-May-18,9
6473,feeling that my life is doomed feeling depressed and anxious forever failure,11:49 PM,5-May-18,23
6474,i just need a friend,9:07 AM,5-May-18,9
6475,feeling paralysed,6:40 PM,4-May-18,18
6476,treatment options strange case,7:35 PM,3-May-18,19
6477,depression ruining my life,6:23 PM,3-May-18,18
6478,going back on medication,4:23 PM,3-May-18,16
6479,oh sun poem about depression,3:48 PM,3-May-18,15
6480,dont want to go on,10:42 AM,2-May-18,10
6481,unsure on where i want my future to go,4:11 AM,2-May-18,4
6482,ive been taken for granted treated like a crap and i lost my baby,4:44 PM,1-May-18,16
6483,something wicked my way comes,2:17 PM,1-May-18,14
6484,do i have depression,9:38 PM,30-Apr-18,21
6485,ive ran out of words,5:13 PM,30-Apr-18,17
6486,i feel like im going insane,4:47 PM,30-Apr-18,16
6487,me and living with mental health problems,1:16 PM,30-Apr-18,13
6488,my only dream is death,6:46 PM,29-Apr-18,18
6489,why im such a screw up i just want to reset my life,6:36 PM,29-Apr-18,18
6490,i dont have time for this,6:19 PM,29-Apr-18,18
6491,depression in scandanavia large,3:23 PM,29-Apr-18,15
6492,british rapper who went missing in brazil killed himself,2:41 PM,29-Apr-18,14
6493,feeling like you dont deserve what you have,12:56 AM,29-Apr-18,0
6494,im losing myself,6:35 PM,28-Apr-18,18
6495,need help,5:48 PM,28-Apr-18,17
6496,failed return to work,7:48 PM,27-Apr-18,19
6497,i have a youtube channel that some of you might relate to,7:13 PM,27-Apr-18,19
6498,i have no idea what i%E2%80%99m doing,4:31 PM,27-Apr-18,16
6499,oh i dont know time to release thought,3:22 PM,27-Apr-18,15
6500,alone and depressed,2:49 AM,27-Apr-18,2
6501,its all getting to be too much,2:44 AM,27-Apr-18,2
6502,want to help an ex with depression help,2:40 AM,27-Apr-18,2
6503,the lowest of low depression,2:39 AM,27-Apr-18,2
6504,grieving,2:36 AM,27-Apr-18,2
6505,giving up,2:36 AM,27-Apr-18,2
6506,dont know how long i can do this,2:35 AM,27-Apr-18,2
6507,lonely,5:54 PM,24-Apr-18,17
6508,depressed boyfriend pushing me away,5:17 PM,24-Apr-18,17
6509,when you just can%E2%80%99t cope,9:57 AM,24-Apr-18,9
6510,i feel confused and lost,10:16 PM,23-Apr-18,22
6511,depressed and feel alone,8:57 PM,23-Apr-18,20
6512,feeling disconnected and alone after my suicide attempt,5:13 PM,23-Apr-18,17
6513,not sure where to start,2:17 AM,23-Apr-18,2
6514,looking for friends,12:03 AM,23-Apr-18,0
6515,im new and need some help i am hitting rock bottom,8:19 PM,22-Apr-18,20
6516,lossing my mind due no other to talk any other too,12:40 PM,22-Apr-18,12
6517,the mask,10:25 PM,21-Apr-18,22
6518,children school summer holidays,9:35 PM,21-Apr-18,21
6519,looking for people who wants to chat over 25 old,8:57 PM,21-Apr-18,20
6520,i cant sleep,2:14 PM,21-Apr-18,14
6521,rather severe loneliness,11:45 AM,21-Apr-18,11
6522,life is shit,6:53 PM,20-Apr-18,18
6523,feeling really low and anxious since starting mirtazapine,12:12 AM,20-Apr-18,0
6524,i cant sleep at all,8:15 PM,19-Apr-18,20
6525,the misery consumes what shall i do,1:55 AM,19-Apr-18,1
6526,here i go feeling down again,10:59 PM,18-Apr-18,22
6527,i feel lost,5:02 PM,18-Apr-18,17
6528,suicidal thoughts,9:53 AM,18-Apr-18,9
6529,eating myself to death,10:46 PM,17-Apr-18,22
6530,im new to depression and i dont know how to deal,7:21 PM,17-Apr-18,19
6531,losing hope,3:49 PM,17-Apr-18,15
6532,at the end,10:26 PM,16-Apr-18,22
6533,the thought of going back to work is terrifying,9:45 PM,16-Apr-18,21
6534,am i useless,5:03 PM,16-Apr-18,17
6535,i just want to die,5:01 PM,16-Apr-18,17
6536,getting mh staff better at hearing emotional pain,3:46 PM,16-Apr-18,15
6537,what to do next,1:58 AM,16-Apr-18,1
6538,do you feel lonely,1:44 AM,16-Apr-18,1
6539,does anyone else have these thoughts too sometimes,3:12 PM,15-Apr-18,15
6540,i feel like i dont belong,1:01 PM,15-Apr-18,13
6541,why does there have to be a reason sorry for yet another post but am upset,12:32 PM,15-Apr-18,12
6542,dont want to live dont want to die either,11:14 AM,15-Apr-18,11
6543,terroristic threats,7:38 AM,15-Apr-18,7
6544,years without improvement im frightened,6:36 PM,14-Apr-18,18
6545,i want to die,3:48 PM,14-Apr-18,15
6546,a pointless existence,1:13 PM,14-Apr-18,13
6547,new to this,10:10 PM,13-Apr-18,22
6548,heads all over the place,7:37 PM,13-Apr-18,19
6549,seeing a doctors,7:29 PM,13-Apr-18,19
6550,i feel really suicidal right now,11:44 AM,13-Apr-18,11
6551,brain shutdown,9:35 AM,13-Apr-18,9
6552,struggling student,3:05 AM,13-Apr-18,3
6553,i cant take the pain of existance anymore,1:14 AM,13-Apr-18,1
6554,very low tonight,10:07 PM,12-Apr-18,22
6555,maddie is unwell,5:26 PM,12-Apr-18,17
6556,i just want to die,3:32 PM,12-Apr-18,15
6557,im ready,11:11 AM,12-Apr-18,11
6558,sometimes i really don%E2%80%99t know who i am,9:03 PM,11-Apr-18,21
6559,failed by the mental health services,6:27 PM,11-Apr-18,18
6560,famous people that have depression add to list,6:08 PM,11-Apr-18,18
6561,bereavement trigger,5:07 PM,11-Apr-18,17
6562,i just want to kill myself,3:05 PM,11-Apr-18,15
6563,effect of cold flu bronchitis on depression,8:59 PM,10-Apr-18,20
6564,depression low confidence,4:41 PM,10-Apr-18,16
6565,physical symptoms of depression anxiety,5:35 PM,9-Apr-18,17
6566,advice needed what should i be aspiring to,3:12 PM,8-Apr-18,15
6567,what would happen if someone called 111 in the uk about mental health issues,9:29 AM,8-Apr-18,9
6568,i dont know what to do,8:00 PM,7-Apr-18,20
6569,me and maddie will be parted,3:26 PM,7-Apr-18,15
6570,13 reasons why trigger,7:10 AM,7-Apr-18,7
6571,does this happen to anyone else,7:48 PM,6-Apr-18,19
6572,where to go from here,2:03 PM,6-Apr-18,14
6573,constant thoughts of death,2:17 AM,6-Apr-18,2
6574,im a horrible person,5:03 PM,5-Apr-18,17
6575,ect or medication,1:01 PM,5-Apr-18,13
6576,having ect does it hel,3:21 AM,5-Apr-18,3
6577,what is up with me,10:24 PM,4-Apr-18,22
6578,the battle i face daily,7:04 PM,4-Apr-18,19
6579,i cant imagine wanting to live,1:00 AM,4-Apr-18,1
6580,there is nothing worse then loneliness,12:55 AM,4-Apr-18,0
6581,i hope you dont hate me xx,12:35 AM,4-Apr-18,0
6582,sister in critical condition in hospital,11:53 PM,3-Apr-18,23
6583,husbands porn addiction ruining my self esteem,9:33 PM,3-Apr-18,21
6584,struggling to get over someone,8:39 PM,3-Apr-18,20
6585,i nearly died and didnt care,7:01 PM,3-Apr-18,19
6586,i feel so alone,6:26 PM,3-Apr-18,18
6587,i need attention,4:47 PM,3-Apr-18,16
6588,tapering off prozac,4:30 PM,3-Apr-18,16
6589,nothing new under the sun,8:26 PM,2-Apr-18,20
6590,my new website http www killswitchon com,11:37 AM,2-Apr-18,11
6591,do you believe you have hallucinations when they arent there,11:35 AM,2-Apr-18,11
6592,i need help with so much right now,11:23 AM,2-Apr-18,11
6593,not sure where to go from here,9:31 AM,2-Apr-18,9
6594,freaking out back on meds,8:50 AM,1-Apr-18,8
6595,please help me,7:22 PM,30-Mar-18,19
6596,why do my parents hate m,1:02 PM,30-Mar-18,13
6597,i need people to talk to,8:46 AM,30-Mar-18,8
6598,upset with families response,11:10 PM,29-Mar-18,23
6599,i always think,10:02 PM,29-Mar-18,22
6600,idk,6:57 PM,29-Mar-18,18
6601,how can i stop obsessing over neighbour who has made my life hell,11:44 AM,29-Mar-18,11
6602,i want to die whats the point,2:31 AM,29-Mar-18,2
6603,cant afford therapy,9:29 PM,28-Mar-18,21
6604,i just want to be happy,5:52 PM,28-Mar-18,17
6605,worried all the time,3:18 PM,28-Mar-18,15
6606,unable to sleep without taking resperidone how to treat this,2:53 PM,28-Mar-18,14
6607,people say that love cures depression but what if love causes depression,10:40 AM,28-Mar-18,10
6608,whats the point,12:08 AM,28-Mar-18,0
6609,newbie,4:35 PM,27-Mar-18,16
6610,can i come back,3:45 PM,27-Mar-18,15
6611,what helps you,10:18 PM,26-Mar-18,22
6612,i wouldn%C2%92t be depressed in the first place if people weren%C2%92t mean rude and fake,3:00 PM,26-Mar-18,15
6613,i regret cutting my hair very short i feel horrible,2:13 PM,26-Mar-18,14
6614,leaving,12:31 PM,26-Mar-18,12
6615,does it sound like depression,9:10 PM,25-Mar-18,21
6616,ideas to get motivation,3:09 PM,25-Mar-18,15
6617,i need advice,10:16 AM,25-Mar-18,10
6618,i want to die so so badly,6:36 PM,24-Mar-18,18
6619,how do online forums help you deal with mental disorders especially the stigma attached to them,2:26 PM,24-Mar-18,14
6620,body dysmorphia,8:47 PM,23-Mar-18,20
6621,im not going out in public anymore,8:25 PM,23-Mar-18,20
6622,how to get over it all,4:37 PM,23-Mar-18,16
6623,people are talking about me online i feel awful please help,9:04 AM,23-Mar-18,9
6624,feels like im counting down,11:27 PM,22-Mar-18,23
6625,hi new here,2:27 AM,22-Mar-18,2
6626,i have no motivation to exercise,1:19 AM,22-Mar-18,1
6627,depression with the mixed race community,8:13 PM,20-Mar-18,20
6628,i wish i was beautiful,7:10 PM,20-Mar-18,19
6629,backwards,4:07 PM,20-Mar-18,16
6630,new job panic attack depression what can be done cant do anything else,3:25 PM,20-Mar-18,15
6631,shame and guilt even after beating porn addiction,2:40 PM,20-Mar-18,14
6632,lazinesss vs serve depression,9:33 PM,19-Mar-18,21
6633,escalation of anguish,7:43 PM,19-Mar-18,19
6634,memory loss,11:48 AM,19-Mar-18,11
6635,young carer dysfunctional family depressed,7:06 AM,19-Mar-18,7
6636,my fiance of 10 months is depressed and i dont know what to do,5:29 PM,18-Mar-18,17
6637,remedies for uncontrollable suicidal ideation,9:17 AM,18-Mar-18,9
6638,discussion about depression reply me a correct answer,1:55 AM,18-Mar-18,1
6639,failure at life,3:22 PM,17-Mar-18,15
6640,25 and hopeless,7:23 AM,17-Mar-18,7
6641,have you lost faith in yourself people and life in general,3:13 AM,17-Mar-18,3
6642,do i have inferiority complex need to vent my current situation,9:03 PM,16-Mar-18,21
6643,this is long trusting the wrong person made my depression worse,12:48 PM,16-Mar-18,12
6644,remembering back to when i was younger,10:03 PM,15-Mar-18,22
6645,does it get better,9:23 PM,15-Mar-18,21
6646,the love of a broken soul,9:12 PM,15-Mar-18,21
6647,i dont belong anywhere,9:08 PM,15-Mar-18,21
6648,losing my mind,11:37 AM,15-Mar-18,11
6649,heartbreak depression,9:39 PM,14-Mar-18,21
6650,long but i would appreciate some advice please,6:36 PM,14-Mar-18,18
6651,fiancee leaving me and i cant cope,12:22 PM,14-Mar-18,12
6652,dismissal,5:06 PM,13-Mar-18,17
6653,depression anxiety,4:02 PM,13-Mar-18,16
6654,what do you all do,3:53 PM,13-Mar-18,15
6655,i dont belong here,5:20 AM,13-Mar-18,5
6656,over 2 months now with no improvement terrified,4:43 PM,12-Mar-18,16
6657,how i think our cultural values feed depression do you agree,12:38 AM,12-Mar-18,0
6658,advice,1:59 PM,11-Mar-18,13
6659,how to cope,1:07 PM,11-Mar-18,13
6660,what to do,2:40 AM,11-Mar-18,2
6661,thoughts on sleep,11:46 PM,10-Mar-18,23
6662,am i depressed should i visit a psychiatrist,11:08 PM,10-Mar-18,23
6663,odd triggers,10:58 PM,10-Mar-18,22
6664,i just cant go on,2:15 PM,10-Mar-18,14
6665,new here,4:24 AM,10-Mar-18,4
6666,i feel trapped and alone,8:15 PM,9-Mar-18,20
6667,badly suicidal,6:11 PM,9-Mar-18,18
6668,would you like to take part in university of manchester research exploring childhood experiences and mood,5:25 PM,8-Mar-18,17
6669,i cannot take it any longer,3:19 AM,8-Mar-18,3
6670,have to be brave,6:17 PM,7-Mar-18,18
6671,can%E2%80%99t face going to my university classes,1:47 PM,7-Mar-18,13
6672,my career life is becoming a shit,2:05 AM,7-Mar-18,2
6673,medication isnt working,8:44 PM,6-Mar-18,20
6674,should i talk to my boss about my depression,6:48 PM,6-Mar-18,18
6675,i feel i have given up just waiting now,6:45 PM,6-Mar-18,18
6676,i need some help,4:17 PM,6-Mar-18,16
6677,a poem,3:03 PM,6-Mar-18,15
6678,different treatments,9:16 AM,6-Mar-18,9
6679,nervous about being re detained after home leave because of suicidal thoughts,4:26 PM,5-Mar-18,16
6680,psychiatry has ruined my life,9:13 AM,5-Mar-18,9
6681,what%E2%80%99s the point,2:49 AM,5-Mar-18,2
6682,depression manic depression unsure whats wrong with me,8:46 PM,4-Mar-18,20
6683,struggling to cope with husbands depression,8:00 PM,4-Mar-18,20
6684,depression due to impossible work situation,7:35 PM,4-Mar-18,19
6685,this is never going to end is it,7:20 PM,4-Mar-18,19
6686,my girlfriends depression is hurting our relationship,6:50 PM,4-Mar-18,18
6687,im just sad,3:15 AM,4-Mar-18,3
6688,uggghhh,7:17 PM,3-Mar-18,19
6689,im starting to feel suicidal again,7:10 PM,3-Mar-18,19
6690,need help understanding deep depression,6:54 PM,2-Mar-18,18
6691,work and depression,2:27 PM,2-Mar-18,14
6692,sos boyfriend has isolated himself,9:00 PM,1-Mar-18,21
